,region,province,zip_code,property_type,property_subtype,price,number_rooms,living_area,kitchen,furnished,fireplace,terrace,terrace_area,garden,garden_area,surface_land,number_facades,swimming_pool,building_state
0,Flanders,Flemish Brabant,1970,HOUSE,HOUSE,460000.0,3.0,120.0,USA_HYPER_EQUIPPED,0,0,1,20.0,1,110.0,227.0,2.0,0,GOOD
1,Brussels,Brussels,1150,HOUSE,HOUSE,599000.0,4.0,203.0,INSTALLED,0,0,1,0.0,1,50.0,258.0,3.0,0,GOOD
2,Flanders,Antwerp,2970,HOUSE,HOUSE,655000.0,2.0,235.0,INSTALLED,0,0,0,0.0,0,0.0,930.0,4.0,0,AS_NEW
3,Brussels,Brussels,1000,HOUSE,MIXED_USE_BUILDING,1475000.0,6.0,518.0,NOT_INSTALLED,0,0,1,74.04161384425049,1,200.0,330.0,2.0,0,TO_RENOVATE
4,Wallonie,Liège,4500,HOUSE,HOUSE,149500.0,3.0,100.0,SEMI_EQUIPPED,0,0,0,0.0,0,0.0,265.0,3.0,0,GOOD
5,Wallonie,Hainaut,7100,HOUSE,HOUSE,155000.0,3.0,154.0,INSTALLED,0,0,1,0.0,0,0.0,222.0,2.0,0,GOOD
6,Flanders,West Flanders,8792,HOUSE,HOUSE,299500.0,3.0,140.0,INSTALLED,0,0,0,0.0,0,0.0,1461.0,4.0,0,GOOD
7,Flanders,East Flanders,9000,HOUSE,HOUSE,350000.0,2.0,127.0,HYPER_EQUIPPED,0,0,1,0.0,1,55.0,94.0,2.0,0,GOOD
8,Flanders,West Flanders,8660,HOUSE,HOUSE,360000.0,3.0,206.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,1494.0,1.0,0,TO_RESTORE
9,Wallonie,Namur,5370,HOUSE,VILLA,395000.0,4.0,180.0,USA_HYPER_EQUIPPED,0,0,1,0.0,1,820.0,1000.0,4.0,0,JUST_RENOVATED
10,Wallonie,Luxembourg,6790,HOUSE,HOUSE,460000.0,4.0,130.0,INSTALLED,0,0,1,10.0,0,0.0,503.0,4.0,0,GOOD
11,Flanders,East Flanders,9280,HOUSE,HOUSE,689000.0,3.0,260.0,USA_HYPER_EQUIPPED,0,0,1,60.0,1,1800.0,2080.0,4.0,0,GOOD
12,Brussels,Brussels,1170,HOUSE,HOUSE,730000.0,3.0,185.0,USA_INSTALLED,0,1,1,15.0,1,50.0,155.0,2.0,0,GOOD
13,Wallonie,Walloon Brabant,1332,HOUSE,HOUSE,485000.0,3.0,148.0,SEMI_EQUIPPED,0,0,0,0.0,1,88.0,232.0,3.0,0,GOOD
14,Wallonie,Walloon Brabant,1410,HOUSE,HOUSE,549000.0,4.0,207.0,INSTALLED,0,0,1,25.0,1,230.0,464.0,3.0,0,GOOD
15,Wallonie,Walloon Brabant,1420,HOUSE,HOUSE,549000.0,4.0,207.0,INSTALLED,0,0,1,25.0,1,230.0,464.0,3.0,0,GOOD
16,Wallonie,Namur,5640,HOUSE,HOUSE,250000.0,4.0,135.0,SEMI_EQUIPPED,0,0,1,30.0,1,1400.0,1651.0,4.0,0,TO_BE_DONE_UP
17,Wallonie,Namur,5650,HOUSE,HOUSE,250000.0,4.0,135.0,SEMI_EQUIPPED,0,0,1,30.0,1,1400.0,1651.0,4.0,0,TO_BE_DONE_UP
18,Flanders,Flemish Brabant,1755,HOUSE,HOUSE,329000.0,2.0,167.0,SEMI_EQUIPPED,0,0,0,0.0,0,0.0,402.0,4.0,0,TO_BE_DONE_UP
19,Flanders,Flemish Brabant,3020,HOUSE,HOUSE,370000.0,3.0,181.0,SEMI_EQUIPPED,0,0,0,0.0,1,151.0,265.0,3.0,0,TO_BE_DONE_UP
20,Wallonie,Walloon Brabant,1420,HOUSE,HOUSE,695000.0,6.0,300.0,INSTALLED,0,0,0,0.0,1,900.0,1100.0,4.0,0,AS_NEW
21,Brussels,Brussels,1040,HOUSE,HOUSE,780000.0,5.0,233.0,HYPER_EQUIPPED,0,0,1,3.0,1,33.0,100.0,2.0,0,TO_BE_DONE_UP
22,Brussels,Brussels,1180,HOUSE,HOUSE,780000.0,4.0,172.0,HYPER_EQUIPPED,0,0,1,13.0,1,90.0,180.0,2.0,0,GOOD
23,Flanders,Flemish Brabant,1910,HOUSE,EXCEPTIONAL_PROPERTY,795000.0,4.0,445.0,USA_HYPER_EQUIPPED,0,0,1,0.0,1,1172.0,1663.0,3.0,0,GOOD
24,Brussels,Brussels,1190,HOUSE,HOUSE,499000.0,3.0,230.0,INSTALLED,0,0,1,0.0,0,0.0,70.0,2.0,0,TO_BE_DONE_UP
25,Wallonie,Walloon Brabant,1420,HOUSE,VILLA,650000.0,6.0,240.0,HYPER_EQUIPPED,0,1,1,0.0,1,0.0,998.0,4.0,1,GOOD
26,Wallonie,Hainaut,6440,HOUSE,CHALET,75000.0,2.0,60.0,INSTALLED,0,0,1,15.0,1,190.0,250.0,4.0,1,GOOD
27,Wallonie,Hainaut,6230,HOUSE,HOUSE,169500.0,3.0,100.0,SEMI_EQUIPPED,0,0,1,10.0,1,70.0,154.0,2.0,0,GOOD
28,Flanders,East Flanders,9340,HOUSE,HOUSE,249000.0,3.0,125.0,INSTALLED,0,0,1,9.0,0,0.0,82.0,2.0,0,GOOD
29,Flanders,East Flanders,9170,HOUSE,HOUSE,279000.0,3.0,120.0,INSTALLED,0,0,0,0.0,1,28.0,144.0,2.0,0,GOOD
30,Flanders,Limburg,3850,APARTMENT,APARTMENT,295000.0,1.0,126.0,HYPER_EQUIPPED,0,0,1,17.0,0,0.0,0.0,2.0,0,JUST_RENOVATED
31,Wallonie,Walloon Brabant,1420,APARTMENT,TRIPLEX,284900.0,2.0,209.51537287396425,USA_INSTALLED,0,0,1,0.0,0,0.0,0.0,2.0,0,GOOD
32,Wallonie,Hainaut,6200,HOUSE,HOUSE,130000.0,1.0,143.0,USA_INSTALLED,0,0,0,0.0,0,0.0,0.0,2.0,0,0
33,Wallonie,Walloon Brabant,1420,HOUSE,HOUSE,284900.0,2.0,209.51537287396425,USA_INSTALLED,0,0,1,0.0,0,0.0,0.0,2.0,0,GOOD
34,Wallonie,Walloon Brabant,1300,HOUSE,APARTMENT_BLOCK,190000.0,0.0,200.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,0.0,2.0,0,TO_RENOVATE
35,Wallonie,Walloon Brabant,1380,HOUSE,VILLA,449000.0,2.0,200.0,NOT_INSTALLED,0,1,1,0.0,1,0.0,727.0,4.0,0,TO_BE_DONE_UP
36,Wallonie,Hainaut,7610,HOUSE,HOUSE,240000.0,3.0,209.51537287396425,INSTALLED,0,0,0,0.0,0,0.0,1498.0,1.0,0,TO_BE_DONE_UP
37,Wallonie,Luxembourg,6690,HOUSE,COUNTRY_COTTAGE,475000.0,7.0,209.0,INSTALLED,0,1,1,23.0,1,0.0,2484.0,4.0,0,JUST_RENOVATED
38,Wallonie,Walloon Brabant,1300,HOUSE,HOUSE,275000.0,3.0,150.0,NOT_INSTALLED,0,0,1,35.0,0,0.0,100.0,2.0,0,TO_BE_DONE_UP
39,Flanders,West Flanders,8000,APARTMENT,APARTMENT,289000.0,2.0,96.0,INSTALLED,0,0,1,20.0,0,0.0,0.0,4.0,0,GOOD
40,Wallonie,Hainaut,7011,HOUSE,HOUSE,210000.0,4.0,200.0,SEMI_EQUIPPED,0,0,1,0.0,1,0.0,470.0,3.0,0,JUST_RENOVATED
41,Brussels,Brussels,1190,HOUSE,MANSION,650000.0,5.0,264.0,INSTALLED,0,1,1,10.0,1,1200.0,296.0,2.0,0,0
42,Flanders,East Flanders,9790,HOUSE,HOUSE,675000.0,4.0,270.0,USA_INSTALLED,0,0,0,0.0,0,0.0,5360.0,4.0,0,0
43,Flanders,West Flanders,8434,HOUSE,HOUSE,165000.0,2.0,54.0,INSTALLED,1,0,1,0.0,0,0.0,0.0,2.0,0,GOOD
44,Flanders,West Flanders,8430,APARTMENT,FLAT_STUDIO,125000.0,0.0,42.0,SEMI_EQUIPPED,1,0,1,0.0,0,0.0,0.0,1.0,0,GOOD
45,Flanders,West Flanders,8400,HOUSE,HOUSE,110000.0,3.0,209.51537287396425,NOT_INSTALLED,0,0,0,0.0,0,0.0,70.0,1.0,0,0
46,Flanders,West Flanders,8430,APARTMENT,APARTMENT,450000.0,2.0,81.0,INSTALLED,0,0,1,0.0,0,0.0,0.0,2.0,0,GOOD
47,Flanders,Flemish Brabant,1500,HOUSE,HOUSE,479000.0,3.0,166.0,SEMI_EQUIPPED,0,0,1,0.0,1,0.0,935.0,4.0,0,TO_BE_DONE_UP
48,Flanders,Flemish Brabant,1501,HOUSE,HOUSE,479000.0,3.0,166.0,SEMI_EQUIPPED,0,0,1,0.0,1,0.0,935.0,4.0,0,TO_BE_DONE_UP
49,Wallonie,Luxembourg,6990,HOUSE,HOUSE,69000.0,1.0,120.0,NOT_INSTALLED,0,0,0,0.0,1,141.0,141.0,1.0,0,0
50,Flanders,West Flanders,8650,APARTMENT,APARTMENT,330000.0,3.0,113.0,INSTALLED,0,0,1,0.0,0,0.0,0.0,1.0,0,0
51,Flanders,West Flanders,8470,APARTMENT,APARTMENT,265000.0,2.0,98.0,SEMI_EQUIPPED,0,0,1,11.0,0,0.0,0.0,2.0,0,GOOD
52,Flanders,West Flanders,8432,HOUSE,HOUSE,339000.0,3.0,177.0,USA_INSTALLED,0,0,1,0.0,0,0.0,340.0,3.0,0,GOOD
53,Flanders,West Flanders,8470,APARTMENT,DUPLEX,289000.0,2.0,124.0,INSTALLED,0,0,1,9.0,0,0.0,0.0,2.0,0,GOOD
54,Brussels,Brussels,1190,APARTMENT,APARTMENT,197000.0,1.0,65.0,NOT_INSTALLED,0,0,1,10.0,0,0.0,0.0,2.0,0,0
55,Flanders,Flemish Brabant,3370,HOUSE,HOUSE,364000.0,3.0,105.0,INSTALLED,0,0,1,35.0,0,0.0,382.0,3.0,0,GOOD
56,Flanders,West Flanders,8660,APARTMENT,APARTMENT,415000.0,3.0,115.0,INSTALLED,0,0,1,10.0,0,0.0,0.0,2.0,0,GOOD
57,Flanders,West Flanders,8730,HOUSE,HOUSE,248000.0,3.0,110.0,NOT_INSTALLED,0,0,1,0.0,0,0.0,445.0,3.0,0,GOOD
58,Flanders,East Flanders,9000,HOUSE,HOUSE,490000.0,4.0,209.51537287396425,INSTALLED,0,0,0,0.0,1,0.0,256.0,1.0,0,0
59,Flanders,East Flanders,9040,HOUSE,HOUSE,490000.0,4.0,209.51537287396425,INSTALLED,0,0,0,0.0,1,0.0,256.0,1.0,0,0
60,Brussels,Brussels,1040,HOUSE,HOUSE,750000.0,4.0,215.0,USA_SEMI_EQUIPPED,0,0,1,30.0,1,130.0,210.0,2.0,0,GOOD
61,Brussels,Brussels,1180,HOUSE,MIXED_USE_BUILDING,750000.0,4.0,286.0,USA_HYPER_EQUIPPED,0,0,1,20.0,1,55.0,185.0,2.0,0,GOOD
62,Brussels,Brussels,1200,HOUSE,HOUSE,795000.0,6.0,400.0,NOT_INSTALLED,0,0,1,0.0,1,105.0,360.0,2.0,0,TO_RENOVATE
63,Flanders,Flemish Brabant,1560,HOUSE,VILLA,795000.0,4.0,315.0,HYPER_EQUIPPED,0,0,1,0.0,1,500.0,902.0,4.0,0,AS_NEW
64,Flanders,West Flanders,8200,HOUSE,MIXED_USE_BUILDING,795000.0,3.0,350.0,USA_HYPER_EQUIPPED,0,0,1,12.0,1,180.0,619.0,4.0,0,AS_NEW
65,Flanders,East Flanders,9052,HOUSE,VILLA,799000.0,5.0,341.0,INSTALLED,0,0,1,0.0,0,0.0,1249.0,4.0,1,TO_BE_DONE_UP
66,Flanders,Flemish Brabant,1970,HOUSE,HOUSE,825000.0,5.0,225.0,USA_HYPER_EQUIPPED,0,0,1,0.0,0,0.0,530.0,4.0,0,GOOD
67,Wallonie,Liège,4900,HOUSE,VILLA,845000.0,3.0,346.0,INSTALLED,0,0,1,0.0,0,0.0,3375.0,4.0,0,TO_BE_DONE_UP
68,Brussels,Brussels,1000,HOUSE,APARTMENT_BLOCK,849000.0,5.0,230.0,HYPER_EQUIPPED,1,0,1,20.0,0,0.0,230.0,2.0,0,AS_NEW
69,Brussels,Brussels,1140,HOUSE,HOUSE,850000.0,5.0,305.0,USA_HYPER_EQUIPPED,0,0,1,0.0,0,0.0,500.0,2.0,0,GOOD
71,Flanders,Flemish Brabant,1950,HOUSE,HOUSE,850000.0,3.0,200.0,INSTALLED,0,0,1,0.0,1,340.0,650.0,3.0,0,GOOD
72,Wallonie,Liège,4100,HOUSE,VILLA,890000.0,4.0,315.0,INSTALLED,0,0,1,74.04161384425049,1,2077.0968679067573,6541.0,4.0,1,GOOD
73,Brussels,Brussels,1150,HOUSE,VILLA,895000.0,4.0,210.0,INSTALLED,0,0,1,20.0,1,400.0,751.0,4.0,0,TO_BE_DONE_UP
74,Brussels,Brussels,1040,HOUSE,APARTMENT_BLOCK,925000.0,4.0,270.0,USA_HYPER_EQUIPPED,0,0,1,32.0,0,0.0,130.0,2.0,0,GOOD
75,Wallonie,Walloon Brabant,1410,HOUSE,VILLA,945000.0,6.0,324.0,NOT_INSTALLED,0,1,1,0.0,1,0.0,2400.0,4.0,0,TO_RENOVATE
76,Wallonie,Walloon Brabant,1400,HOUSE,MIXED_USE_BUILDING,950000.0,7.0,599.7251200911202,NOT_INSTALLED,0,0,1,0.0,0,0.0,674.0,2.0,0,GOOD
77,Flanders,Flemish Brabant,3290,HOUSE,HOUSE,999000.0,4.0,275.0,INSTALLED,0,1,1,74.04161384425049,1,1500.0,8520.7840872793,4.0,1,AS_NEW
78,Flanders,Flemish Brabant,1950,HOUSE,VILLA,1100000.0,4.0,280.0,INSTALLED,0,0,1,0.0,1,1200.0,1546.0,4.0,0,AS_NEW
79,Wallonie,Liège,4850,HOUSE,CASTLE,1100000.0,7.760948976982968,599.7251200911202,INSTALLED,0,0,1,0.0,0,0.0,8520.7840872793,4.0,1,TO_RENOVATE
80,Flanders,West Flanders,8460,HOUSE,VILLA,1100000.0,4.0,363.0,USA_HYPER_EQUIPPED,0,0,1,0.0,1,390.0,2218.0,4.0,1,AS_NEW
81,Brussels,Brussels,1180,HOUSE,HOUSE,1120000.0,3.0,258.0,INSTALLED,0,1,1,0.0,1,82.0,235.0,2.0,0,AS_NEW
82,Brussels,Brussels,1180,HOUSE,HOUSE,1190000.0,5.0,369.0,NOT_INSTALLED,0,0,1,0.0,0,0.0,528.0,3.0,0,GOOD
83,Brussels,Brussels,1180,HOUSE,HOUSE,1285000.0,5.0,270.0,HYPER_EQUIPPED,0,0,1,70.0,0,0.0,308.0,2.0,0,GOOD
84,Wallonie,Walloon Brabant,1410,HOUSE,MIXED_USE_BUILDING,1425000.0,5.0,330.0,INSTALLED,0,1,1,0.0,1,0.0,1985.0,4.0,0,GOOD
85,Wallonie,Walloon Brabant,1410,HOUSE,VILLA,1425000.0,5.0,330.0,INSTALLED,0,1,1,0.0,1,0.0,1985.0,4.0,0,GOOD
86,Brussels,Brussels,1200,HOUSE,MIXED_USE_BUILDING,1450000.0,4.0,283.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,83.0,2.0,0,GOOD
87,Flanders,Flemish Brabant,1933,HOUSE,VILLA,1595000.0,6.0,400.0,HYPER_EQUIPPED,0,0,1,40.0,1,2000.0,2326.0,4.0,1,AS_NEW
88,Flanders,Flemish Brabant,1950,HOUSE,VILLA,1595000.0,6.0,400.0,HYPER_EQUIPPED,0,0,1,40.0,1,2000.0,2326.0,4.0,1,AS_NEW
89,Flanders,Flemish Brabant,1970,HOUSE,VILLA,1595000.0,6.0,400.0,HYPER_EQUIPPED,0,0,1,40.0,1,2000.0,2326.0,4.0,1,AS_NEW
90,Flanders,Antwerp,2170,HOUSE,HOUSE,378000.0,3.0,143.0,HYPER_EQUIPPED,0,0,1,0.0,0,0.0,91.0,2.0,0,AS_NEW
91,Flanders,Antwerp,2930,APARTMENT,APARTMENT,299000.0,2.0,94.0,NOT_INSTALLED,0,0,1,5.0,0,0.0,0.0,1.0,0,AS_NEW
92,Flanders,Antwerp,2220,HOUSE,HOUSE,365000.0,3.0,224.0,NOT_INSTALLED,0,0,1,0.0,1,1670.0,1672.0,4.0,0,TO_RENOVATE
93,Flanders,Flemish Brabant,3200,HOUSE,HOUSE,255000.0,3.0,109.0,NOT_INSTALLED,0,0,1,0.0,0,0.0,989.0,4.0,0,TO_RENOVATE
94,Wallonie,Hainaut,6180,APARTMENT,APARTMENT,135000.0,1.0,69.0,INSTALLED,0,0,0,0.0,0,0.0,0.0,4.0,0,GOOD
95,Wallonie,Hainaut,6180,APARTMENT,APARTMENT,185000.0,2.0,102.0,INSTALLED,0,0,0,0.0,0,0.0,0.0,4.0,0,GOOD
96,Wallonie,Hainaut,6180,APARTMENT,APARTMENT,115000.0,1.0,63.0,INSTALLED,0,0,0,0.0,0,0.0,0.0,4.0,0,GOOD
97,Wallonie,Hainaut,6180,APARTMENT,DUPLEX,145000.0,2.0,82.0,INSTALLED,0,0,0,0.0,0,0.0,0.0,4.0,0,GOOD
98,Wallonie,Hainaut,6180,APARTMENT,DUPLEX,145000.0,2.0,88.0,INSTALLED,0,0,0,0.0,0,0.0,0.0,4.0,0,GOOD
99,Wallonie,Hainaut,7100,APARTMENT,APARTMENT,249999.0,2.0,89.0,INSTALLED,0,0,1,7.0,0,0.0,0.0,2.0,0,AS_NEW
100,Wallonie,Hainaut,6240,HOUSE,HOUSE,234999.0,7.0,323.0,INSTALLED,0,0,1,0.0,1,550.0,1016.0,3.0,0,GOOD
101,Wallonie,Luxembourg,6927,HOUSE,BUNGALOW,85000.0,2.0,36.0,SEMI_EQUIPPED,0,0,1,25.0,1,307.0,307.0,4.0,0,GOOD
102,Wallonie,Liège,4000,HOUSE,HOUSE,169000.0,2.0,115.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,0.0,2.0,0,TO_BE_DONE_UP
103,Flanders,Flemish Brabant,1840,HOUSE,HOUSE,589500.0,3.0,170.0,USA_INSTALLED,0,0,1,23.0,1,791.0,891.0,4.0,0,0
104,Flanders,Limburg,3960,HOUSE,HOUSE,269000.0,3.0,144.0,INSTALLED,0,0,1,0.0,0,0.0,869.0,4.0,0,TO_BE_DONE_UP
105,Brussels,Brussels,1080,APARTMENT,APARTMENT,269000.0,2.0,125.0,USA_HYPER_EQUIPPED,0,0,1,6.0,0,0.0,0.0,3.0,0,AS_NEW
106,Flanders,East Flanders,9240,HOUSE,HOUSE,225000.0,3.0,154.0,NOT_INSTALLED,0,0,1,30.0,1,80.0,272.0,2.0,0,TO_RENOVATE
107,Wallonie,Hainaut,6140,HOUSE,HOUSE,155000.0,2.0,209.51537287396425,NOT_INSTALLED,0,0,1,0.0,0,0.0,0.0,2.0,0,TO_BE_DONE_UP
108,Flanders,Antwerp,2018,APARTMENT,FLAT_STUDIO,233000.0,1.0,72.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,0.0,2.0,0,GOOD
109,Flanders,Flemish Brabant,1800,HOUSE,HOUSE,349000.0,3.0,122.0,INSTALLED,0,0,1,0.0,0,0.0,389.0,2.0,0,GOOD
110,Flanders,Flemish Brabant,1780,APARTMENT,APARTMENT,298000.0,2.0,74.0,INSTALLED,0,0,1,18.0,0,0.0,0.0,2.0,0,GOOD
111,Flanders,Flemish Brabant,1780,APARTMENT,APARTMENT,346125.0,3.0,87.0,INSTALLED,0,0,1,13.0,0,0.0,0.0,2.0,0,GOOD
112,Flanders,Flemish Brabant,1730,HOUSE,HOUSE,545000.0,4.0,247.0,INSTALLED,0,0,1,36.0,1,208.0,744.0,4.0,0,GOOD
113,Flanders,Flemish Brabant,1780,APARTMENT,APARTMENT,383500.0,3.0,95.0,INSTALLED,0,0,1,18.0,0,0.0,0.0,2.0,0,GOOD
114,Flanders,East Flanders,9820,HOUSE,VILLA,498000.0,3.0,156.0,SEMI_EQUIPPED,0,0,1,0.0,0,0.0,1200.0,4.0,0,TO_BE_DONE_UP
115,Brussels,Brussels,1130,HOUSE,MIXED_USE_BUILDING,530000.0,4.0,250.0,HYPER_EQUIPPED,0,0,1,32.0,1,20.0,115.0,3.0,0,AS_NEW
116,Brussels,Brussels,1130,HOUSE,HOUSE,249000.0,2.0,70.0,SEMI_EQUIPPED,0,0,1,10.0,0,0.0,55.0,3.0,0,AS_NEW
117,Flanders,Flemish Brabant,1853,APARTMENT,GROUND_FLOOR,359000.0,4.0,170.0,NOT_INSTALLED,0,0,1,4.0,1,60.0,0.0,1.0,0,TO_BE_DONE_UP
118,Flanders,Flemish Brabant,1853,APARTMENT,APARTMENT,359000.0,2.0,170.0,NOT_INSTALLED,0,0,0,0.0,1,60.0,0.0,1.0,0,TO_BE_DONE_UP
119,Brussels,Brussels,1090,HOUSE,HOUSE,250000.0,3.0,100.0,INSTALLED,0,0,1,17.0,1,70.0,0.0,2.0,0,TO_RENOVATE
124,Flanders,Flemish Brabant,1800,HOUSE,TOWN_HOUSE,399000.0,3.0,150.0,SEMI_EQUIPPED,0,0,1,21.0,1,200.0,264.0,3.0,0,GOOD
125,Wallonie,Liège,4920,HOUSE,VILLA,399000.0,3.0,148.0,USA_HYPER_EQUIPPED,0,0,1,40.0,1,750.0,1278.0,4.0,1,GOOD
126,Flanders,East Flanders,9140,HOUSE,HOUSE,399000.0,5.0,284.0,INSTALLED,0,0,1,12.0,1,40.0,222.0,2.0,0,AS_NEW
127,Brussels,Brussels,1070,HOUSE,HOUSE,400000.0,3.0,180.0,HYPER_EQUIPPED,0,0,0,0.0,1,70.0,154.0,3.0,0,GOOD
128,Wallonie,Liège,4357,HOUSE,HOUSE,400000.0,4.0,330.0,INSTALLED,0,0,1,74.04161384425049,1,850.0,1570.0,4.0,0,GOOD
129,Flanders,Flemish Brabant,1700,HOUSE,HOUSE,405000.0,3.0,134.0,SEMI_EQUIPPED,0,0,1,0.0,1,684.0,684.0,4.0,0,TO_BE_DONE_UP
131,Brussels,Brussels,1080,HOUSE,HOUSE,408759.0,5.0,190.0,INSTALLED,0,0,1,35.0,1,190.0,300.0,2.0,0,GOOD
136,Flanders,Flemish Brabant,1820,HOUSE,BUNGALOW,425000.0,3.0,140.0,USA_INSTALLED,0,0,1,24.0,1,260.0,800.0,4.0,0,TO_BE_DONE_UP
138,Flanders,Flemish Brabant,3050,HOUSE,MIXED_USE_BUILDING,425000.0,3.0,278.0,USA_HYPER_EQUIPPED,0,0,1,0.0,1,300.0,457.0,3.0,0,GOOD
139,Wallonie,Namur,5380,HOUSE,HOUSE,425000.0,3.0,165.0,INSTALLED,0,0,1,50.0,1,675.0,1120.0,4.0,0,AS_NEW
142,Wallonie,Hainaut,7890,HOUSE,HOUSE,429000.0,3.0,157.0,INSTALLED,0,0,1,20.0,1,1030.0,1760.0,4.0,0,GOOD
144,Brussels,Brussels,1150,HOUSE,HOUSE,430000.0,3.0,105.0,NOT_INSTALLED,0,0,1,10.0,1,80.0,175.0,2.0,0,TO_RENOVATE
147,Wallonie,Liège,4367,HOUSE,HOUSE,435000.0,5.0,160.0,INSTALLED,0,0,1,74.04161384425049,1,1500.0,2000.0,3.0,0,AS_NEW
149,Flanders,Antwerp,2880,HOUSE,HOUSE,438000.0,5.0,415.0,SEMI_EQUIPPED,0,0,1,30.0,1,0.0,848.0,3.0,0,TO_BE_DONE_UP
150,Wallonie,Namur,5310,HOUSE,HOUSE,750000.0,5.0,285.0,HYPER_EQUIPPED,0,0,1,35.0,1,2077.0968679067573,2913.0,3.0,1,GOOD
151,Flanders,West Flanders,8300,APARTMENT,APARTMENT,3595000.0,3.0,237.0,USA_HYPER_EQUIPPED,0,0,1,0.0,0,0.0,0.0,1.0,0,AS_NEW
152,Flanders,West Flanders,8300,APARTMENT,APARTMENT,945000.0,2.0,72.0,USA_HYPER_EQUIPPED,0,0,1,0.0,0,0.0,0.0,3.0,0,AS_NEW
153,Flanders,West Flanders,8300,APARTMENT,APARTMENT,975000.0,2.0,67.0,USA_HYPER_EQUIPPED,0,0,1,0.0,0,0.0,0.0,3.0,0,AS_NEW
154,Flanders,West Flanders,8300,APARTMENT,APARTMENT,749000.0,2.0,92.0,USA_HYPER_EQUIPPED,1,0,1,2.0,0,0.0,0.0,2.0,0,AS_NEW
155,Flanders,West Flanders,8300,APARTMENT,APARTMENT,1175000.0,2.0,72.0,USA_HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0.0,2.0,0,TO_RENOVATE
156,Wallonie,Hainaut,6000,HOUSE,APARTMENT_BLOCK,460000.0,7.0,275.0,SEMI_EQUIPPED,0,0,0,0.0,0,0.0,220.0,3.0,0,TO_BE_DONE_UP
157,Flanders,West Flanders,8300,APARTMENT,GROUND_FLOOR,795000.0,2.0,88.0,HYPER_EQUIPPED,0,0,1,0.0,0,0.0,0.0,2.0,0,AS_NEW
158,Flanders,West Flanders,8700,HOUSE,HOUSE,290000.0,3.0,190.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,523.0,2.0,0,0
159,Flanders,Flemish Brabant,1820,HOUSE,VILLA,725000.0,4.0,207.0,HYPER_EQUIPPED,0,0,1,0.0,1,2077.0968679067573,2863.0,4.0,0,AS_NEW
160,Flanders,East Flanders,9420,HOUSE,HOUSE,315000.0,4.0,150.0,HYPER_EQUIPPED,0,0,1,25.0,1,250.0,380.0,2.0,0,JUST_RENOVATED
161,Flanders,East Flanders,9451,HOUSE,EXCEPTIONAL_PROPERTY,339000.0,3.0,209.0,HYPER_EQUIPPED,0,0,1,74.04161384425049,1,50.0,203.0,3.0,0,AS_NEW
162,Wallonie,Luxembourg,6900,APARTMENT,APARTMENT,280000.0,2.0,86.0,HYPER_EQUIPPED,0,0,1,10.0,0,0.0,0.0,2.0,0,0
163,Flanders,Antwerp,2970,HOUSE,VILLA,1298000.0,5.0,563.0,NOT_INSTALLED,0,0,1,0.0,0,0.0,2080.0,4.0,1,GOOD
164,Flanders,Antwerp,2920,HOUSE,HOUSE,695000.0,5.0,246.0,USA_HYPER_EQUIPPED,0,0,1,0.0,1,1860.0,1860.0,4.0,0,GOOD
165,Brussels,Brussels,1200,APARTMENT,APARTMENT,310000.0,2.0,85.0,SEMI_EQUIPPED,0,0,1,3.0,0,0.0,0.0,2.0,0,TO_BE_DONE_UP
166,Brussels,Brussels,1080,HOUSE,HOUSE,350000.0,4.0,180.0,NOT_INSTALLED,0,0,1,9.0,1,100.0,0.0,2.0,0,TO_RENOVATE
168,Flanders,Antwerp,2500,HOUSE,HOUSE,465000.0,4.0,267.0,USA_HYPER_EQUIPPED,0,0,1,0.0,0,0.0,215.0,2.0,0,0
169,Wallonie,Walloon Brabant,1480,APARTMENT,GROUND_FLOOR,235000.0,1.0,80.0,HYPER_EQUIPPED,0,0,1,17.0,1,40.0,0.0,2.0,0,AS_NEW
171,Wallonie,Liège,4684,HOUSE,HOUSE,210000.0,3.0,118.0,NOT_INSTALLED,0,0,1,0.0,1,182.0,265.0,3.0,0,0
172,Flanders,Antwerp,2310,HOUSE,HOUSE,359000.0,3.0,197.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,405.0,4.0,0,TO_RENOVATE
173,Flanders,Antwerp,2000,APARTMENT,APARTMENT,355000.0,2.0,75.0,NOT_INSTALLED,0,0,1,4.0,0,0.0,0.0,2.0,0,AS_NEW
174,Flanders,Antwerp,2000,APARTMENT,DUPLEX,445000.0,2.0,95.0,NOT_INSTALLED,0,0,1,6.0,0,0.0,0.0,2.0,0,JUST_RENOVATED
175,Flanders,Flemish Brabant,3090,HOUSE,VILLA,395000.0,3.0,142.0,NOT_INSTALLED,0,0,1,14.0,1,464.0,664.0,4.0,0,TO_RENOVATE
176,Wallonie,Walloon Brabant,1300,HOUSE,VILLA,450000.0,4.0,145.0,INSTALLED,0,0,1,0.0,0,0.0,1182.0,4.0,0,TO_BE_DONE_UP
