,region,province,zip_code,property_type,property_subtype,price,number_rooms,living_area,kitchen,furnished,fireplace,terrace,terrace_area,garden,garden_area,surface_land,number_facades,swimming_pool,building_state
829,Flanders,Flemish Brabant,3000,HOUSE,MIXED_USE_BUILDING,2650000.0,7.760948976982968,209.51537287396425,NOT_INSTALLED,0,0,1,0.0,0,0.0,0.0,2.0,0,AS_NEW
830,Flanders,Flemish Brabant,3000,APARTMENT,SERVICE_FLAT,265000.0,1.0,77.0,HYPER_EQUIPPED,0,0,1,0.0,0,0.0,0.0,2.0,0,AS_NEW
831,Wallonie,Hainaut,6000,APARTMENT,APARTMENT,99000.0,2.0,87.0,SEMI_EQUIPPED,0,0,0,0.0,0,0.0,0.0,2.0,0,GOOD
832,Flanders,Antwerp,2060,APARTMENT,APARTMENT,449500.0,3.0,145.0,INSTALLED,0,0,1,7.0,0,0.0,0.0,2.0,0,GOOD
833,Wallonie,Hainaut,7134,HOUSE,HOUSE,75000.0,4.0,170.0,NOT_INSTALLED,0,0,1,0.0,0,0.0,0.0,2.0,0,TO_RENOVATE
834,Flanders,Antwerp,2570,APARTMENT,APARTMENT,189000.0,1.0,67.0,HYPER_EQUIPPED,0,0,1,13.0,0,0.0,0.0,3.0,0,GOOD
835,Flanders,Antwerp,2800,HOUSE,HOUSE,549000.0,3.0,168.0,HYPER_EQUIPPED,0,0,1,20.0,1,342.0,432.0,4.0,0,AS_NEW
836,Flanders,Antwerp,2000,HOUSE,MANSION,679000.0,4.0,182.0,NOT_INSTALLED,0,0,1,0.0,0,0.0,73.0,2.0,0,TO_RENOVATE
837,Flanders,Flemish Brabant,3201,HOUSE,HOUSE,379000.0,4.0,251.0,INSTALLED,0,0,1,0.0,0,0.0,900.0,4.0,0,GOOD
838,Brussels,Brussels,1190,HOUSE,MIXED_USE_BUILDING,799000.0,4.0,599.7251200911202,USA_HYPER_EQUIPPED,0,0,1,74.04161384425049,0,0.0,260.0,2.0,0,TO_RENOVATE
839,Flanders,Antwerp,2970,HOUSE,HOUSE,1298000.0,5.0,370.0,HYPER_EQUIPPED,0,0,1,74.04161384425049,0,0.0,4120.0,4.0,1,AS_NEW
840,Wallonie,Walloon Brabant,1380,HOUSE,VILLA,995000.0,6.0,300.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,8520.7840872793,4.0,0,TO_RESTORE
841,Flanders,Antwerp,2800,HOUSE,HOUSE,513000.0,3.0,160.0,HYPER_EQUIPPED,0,0,1,0.0,1,600.0,699.0,3.0,0,AS_NEW
842,Flanders,East Flanders,9230,HOUSE,HOUSE,250000.0,3.0,178.0,SEMI_EQUIPPED,0,0,1,25.0,1,574.0,729.0,2.0,0,TO_RENOVATE
843,Wallonie,Namur,5140,HOUSE,HOUSE,275000.0,3.0,120.0,SEMI_EQUIPPED,0,0,1,36.0,1,220.0,335.0,3.0,0,GOOD
846,Flanders,Antwerp,2870,HOUSE,HOUSE,425000.0,4.0,285.0,INSTALLED,0,0,1,20.0,0,0.0,317.0,2.0,0,GOOD
847,Flanders,West Flanders,8540,HOUSE,APARTMENT_BLOCK,598500.0,3.0,599.7251200911202,USA_HYPER_EQUIPPED,0,0,1,0.0,0,0.0,400.0,4.0,0,AS_NEW
848,Wallonie,Walloon Brabant,1410,HOUSE,VILLA,670000.0,4.0,150.0,HYPER_EQUIPPED,0,0,1,0.0,1,0.0,1454.0,4.0,0,GOOD
850,Flanders,East Flanders,9500,HOUSE,HOUSE,240000.0,3.0,125.0,INSTALLED,0,0,0,0.0,0,0.0,58.0,2.0,0,JUST_RENOVATED
851,Brussels,Brussels,1000,HOUSE,HOUSE,550000.0,5.0,265.0,INSTALLED,0,0,0,0.0,0,0.0,110.0,2.0,0,TO_BE_DONE_UP
852,Flanders,East Flanders,9400,HOUSE,MANSION,615000.0,5.0,450.0,INSTALLED,0,0,1,0.0,1,1100.0,1260.0,4.0,0,GOOD
853,Flanders,East Flanders,9890,HOUSE,HOUSE,357500.0,3.0,171.0,HYPER_EQUIPPED,0,0,1,9.0,1,15.0,195.0,2.0,0,AS_NEW
854,Flanders,East Flanders,9890,HOUSE,HOUSE,362500.0,3.0,174.0,HYPER_EQUIPPED,0,0,1,9.0,1,15.0,198.0,3.0,0,AS_NEW
855,Flanders,East Flanders,9890,HOUSE,HOUSE,362500.0,3.0,174.0,HYPER_EQUIPPED,0,0,1,9.0,1,15.0,198.0,2.0,0,AS_NEW
856,Flanders,East Flanders,9890,HOUSE,HOUSE,367500.0,3.0,176.0,HYPER_EQUIPPED,0,0,1,9.0,1,15.0,200.0,2.0,0,AS_NEW
857,Flanders,East Flanders,9890,HOUSE,HOUSE,389500.0,3.0,197.0,HYPER_EQUIPPED,0,0,1,10.0,1,16.0,223.0,3.0,0,AS_NEW
858,Flanders,Flemish Brabant,1630,HOUSE,HOUSE,495000.0,3.0,161.0,INSTALLED,0,0,1,0.0,0,0.0,303.0,3.0,0,GOOD
859,Flanders,Flemish Brabant,1800,HOUSE,TOWN_HOUSE,339000.0,2.0,132.0,NOT_INSTALLED,0,0,1,44.0,1,72.0,165.0,2.0,0,TO_BE_DONE_UP
860,Flanders,Flemish Brabant,1930,HOUSE,HOUSE,345000.0,3.0,115.0,SEMI_EQUIPPED,0,0,1,24.0,1,125.0,238.0,3.0,0,TO_BE_DONE_UP
861,Wallonie,Liège,4920,HOUSE,HOUSE,265000.0,3.0,281.0,INSTALLED,0,0,1,0.0,0,0.0,690.0,3.0,0,TO_RENOVATE
862,Flanders,West Flanders,8500,HOUSE,HOUSE,365000.0,2.0,150.0,INSTALLED,0,0,1,0.0,0,0.0,278.0,2.0,0,AS_NEW
864,Brussels,Brussels,1040,HOUSE,HOUSE,575000.0,4.0,145.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,50.0,3.0,0,GOOD
865,Wallonie,Luxembourg,6870,HOUSE,HOUSE,270000.0,3.0,120.0,SEMI_EQUIPPED,0,0,1,0.0,1,450.0,500.0,4.0,0,TO_BE_DONE_UP
867,Flanders,East Flanders,9340,HOUSE,HOUSE,219000.0,3.0,170.0,INSTALLED,0,0,1,0.0,1,450.0,564.0,3.0,0,TO_BE_DONE_UP
868,Flanders,East Flanders,9000,HOUSE,HOUSE,272000.0,3.0,119.0,USA_INSTALLED,0,0,0,0.0,0,0.0,55.0,2.0,0,GOOD
869,Wallonie,Hainaut,7750,HOUSE,HOUSE,275000.0,5.0,172.0,INSTALLED,0,0,1,74.04161384425049,1,210.0,818.0,4.0,0,GOOD
870,Flanders,West Flanders,8300,APARTMENT,APARTMENT,1095000.0,2.0,65.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0.0,2.0,0,AS_NEW
871,Flanders,West Flanders,8300,APARTMENT,APARTMENT,1795000.0,3.0,110.0,USA_HYPER_EQUIPPED,1,0,1,0.0,0,0.0,0.0,2.0,0,JUST_RENOVATED
872,Flanders,East Flanders,9520,HOUSE,HOUSE,199000.0,3.0,156.0,SEMI_EQUIPPED,0,0,1,0.0,1,0.0,380.0,2.0,0,TO_BE_DONE_UP
873,Wallonie,Hainaut,7301,HOUSE,HOUSE,135000.0,2.0,152.0,SEMI_EQUIPPED,0,0,1,60.0,0,0.0,339.0,2.0,0,GOOD
874,Flanders,West Flanders,8380,APARTMENT,PENTHOUSE,389000.0,2.0,81.0,NOT_INSTALLED,0,0,1,13.0,0,0.0,0.0,1.0,0,AS_NEW
875,Flanders,East Flanders,9600,APARTMENT,APARTMENT,219000.0,1.0,120.0,USA_INSTALLED,0,0,0,0.0,1,2000.0,0.0,4.0,0,GOOD
876,Wallonie,Liège,4000,HOUSE,HOUSE,350000.0,4.0,155.0,INSTALLED,0,0,0,0.0,0,0.0,170.0,1.0,0,0
877,Brussels,Brussels,1200,APARTMENT,PENTHOUSE,520000.0,2.0,110.0,HYPER_EQUIPPED,0,0,1,74.04161384425049,0,0.0,0.0,2.0,0,GOOD
878,Wallonie,Hainaut,7331,HOUSE,VILLA,353500.0,3.0,159.0,USA_UNINSTALLED,0,0,1,20.0,0,0.0,909.0,3.0,0,0
879,Flanders,West Flanders,8370,APARTMENT,PENTHOUSE,329000.0,1.0,73.0,NOT_INSTALLED,0,0,1,9.0,0,0.0,0.0,1.0,0,0
880,Flanders,Antwerp,2910,HOUSE,HOUSE,284500.0,3.0,130.0,INSTALLED,0,0,1,20.0,0,0.0,330.0,2.0,0,TO_BE_DONE_UP
881,Flanders,Antwerp,2620,APARTMENT,APARTMENT,165000.0,2.0,68.0,INSTALLED,0,0,0,0.0,0,0.0,0.0,2.0,0,GOOD
882,Wallonie,Hainaut,7331,HOUSE,VILLA,331800.0,3.0,156.0,USA_UNINSTALLED,0,0,1,20.0,0,0.0,767.0,3.0,0,0
883,Wallonie,Namur,5000,APARTMENT,APARTMENT,275000.0,2.0,90.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,0.0,1.0,0,JUST_RENOVATED
884,Wallonie,Hainaut,7331,HOUSE,VILLA,338700.0,3.0,159.0,NOT_INSTALLED,0,0,1,24.0,0,0.0,714.0,4.0,0,0
885,Flanders,West Flanders,8620,APARTMENT,FLAT_STUDIO,145000.0,0.0,36.0,SEMI_EQUIPPED,1,0,1,5.0,0,0.0,0.0,2.0,0,0
886,Flanders,East Flanders,9280,HOUSE,HOUSE,315000.0,5.0,230.0,INSTALLED,0,0,0,0.0,0,0.0,180.0,2.0,0,JUST_RENOVATED
887,Wallonie,Hainaut,7331,HOUSE,VILLA,387150.0,3.0,159.0,USA_UNINSTALLED,0,0,1,23.0,0,0.0,897.0,4.0,0,0
888,Brussels,Brussels,1000,APARTMENT,PENTHOUSE,1560000.0,2.0,116.0,USA_HYPER_EQUIPPED,0,0,1,63.0,0,0.0,0.0,2.0,0,AS_NEW
889,Flanders,West Flanders,8400,HOUSE,HOUSE,169000.0,2.0,80.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,0.0,2.0,0,0
890,Wallonie,Liège,4432,HOUSE,HOUSE,430000.0,5.0,170.0,INSTALLED,0,0,1,74.04161384425049,1,500.0,571.0,2.0,0,GOOD
891,Wallonie,Liège,4032,HOUSE,HOUSE,130000.0,1.0,60.0,INSTALLED,0,0,0,0.0,0,0.0,40.0,3.0,0,0
892,Brussels,Brussels,1120,APARTMENT,APARTMENT,239000.0,2.0,85.0,SEMI_EQUIPPED,0,0,1,3.0,0,0.0,0.0,2.0,0,TO_BE_DONE_UP
893,Flanders,Flemish Brabant,1620,HOUSE,HOUSE,435000.0,3.0,153.0,NOT_INSTALLED,0,1,1,0.0,0,0.0,750.0,4.0,0,GOOD
894,Flanders,Flemish Brabant,1600,HOUSE,HOUSE,435000.0,3.0,153.0,NOT_INSTALLED,0,1,1,0.0,0,0.0,750.0,4.0,0,GOOD
895,Flanders,East Flanders,9100,APARTMENT,APARTMENT,399000.0,2.0,125.0,INSTALLED,0,0,1,0.0,0,0.0,0.0,2.0,0,GOOD
896,Flanders,Antwerp,2320,HOUSE,HOUSE,439000.0,3.0,110.0,NOT_INSTALLED,0,0,1,0.0,0,0.0,346.0,3.0,0,0
897,Flanders,Antwerp,2800,APARTMENT,APARTMENT,255000.0,2.0,70.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,0.0,1.0,0,GOOD
898,Flanders,East Flanders,9300,APARTMENT,APARTMENT,224900.0,2.0,94.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,0.0,1.0,0,GOOD
899,Wallonie,Hainaut,7860,HOUSE,HOUSE,242000.0,5.0,145.0,INSTALLED,0,0,0,0.0,0,0.0,120.0,1.0,0,GOOD
903,Flanders,Flemish Brabant,3300,HOUSE,MANSION,345000.0,4.0,190.0,INSTALLED,0,0,0,0.0,1,88.0,156.0,2.0,0,AS_NEW
905,Flanders,Flemish Brabant,3000,HOUSE,HOUSE,348000.0,3.0,116.0,HYPER_EQUIPPED,0,0,1,6.0,0,0.0,55.0,2.0,0,GOOD
906,Flanders,Flemish Brabant,1570,HOUSE,HOUSE,349000.0,3.0,160.0,SEMI_EQUIPPED,0,0,0,0.0,0,0.0,1330.0,3.0,0,TO_BE_DONE_UP
907,Flanders,Flemish Brabant,1702,HOUSE,HOUSE,349000.0,2.0,215.0,INSTALLED,0,0,1,0.0,0,0.0,244.0,3.0,0,TO_BE_DONE_UP
908,Flanders,Flemish Brabant,1770,HOUSE,HOUSE,349000.0,3.0,180.0,HYPER_EQUIPPED,0,0,1,25.0,1,150.0,256.0,2.0,0,AS_NEW
909,Flanders,Flemish Brabant,1970,HOUSE,HOUSE,349000.0,3.0,80.0,INSTALLED,0,0,1,28.0,1,60.0,170.0,3.0,0,TO_BE_DONE_UP
910,Flanders,Antwerp,2000,HOUSE,MIXED_USE_BUILDING,349000.0,3.0,181.0,INSTALLED,0,0,1,9.0,1,23.0,122.0,2.0,0,GOOD
911,Flanders,Antwerp,2060,HOUSE,HOUSE,349000.0,3.0,181.0,INSTALLED,0,0,1,9.0,1,23.0,122.0,2.0,0,GOOD
912,Wallonie,Hainaut,6230,HOUSE,HOUSE,349000.0,5.0,200.0,INSTALLED,0,0,1,25.0,1,350.0,447.0,2.0,0,AS_NEW
913,Flanders,East Flanders,9600,HOUSE,APARTMENT_BLOCK,349900.0,5.0,226.0,INSTALLED,0,0,0,0.0,1,18.0,151.0,2.0,0,AS_NEW
922,Wallonie,Liège,4000,HOUSE,HOUSE,365000.0,3.0,223.0,INSTALLED,0,0,1,74.04161384425049,1,163.0,352.0,3.0,0,GOOD
924,Wallonie,Walloon Brabant,1400,HOUSE,HOUSE,368000.0,3.0,221.0,SEMI_EQUIPPED,0,0,1,7.0,1,0.0,489.0,4.0,0,TO_RENOVATE
925,Flanders,Flemish Brabant,1702,HOUSE,TOWN_HOUSE,369000.0,3.0,157.0,INSTALLED,0,0,1,0.0,0,0.0,227.0,3.0,0,GOOD
926,Flanders,Flemish Brabant,1755,HOUSE,HOUSE,369000.0,3.0,180.0,SEMI_EQUIPPED,0,0,1,24.0,0,0.0,1150.0,4.0,0,TO_BE_DONE_UP
927,Wallonie,Liège,4537,HOUSE,HOUSE,369000.0,3.0,212.0,INSTALLED,0,0,1,17.0,1,589.0,791.0,3.0,0,GOOD
928,Wallonie,Luxembourg,6941,HOUSE,HOUSE,369000.0,6.0,276.0,HYPER_EQUIPPED,0,0,1,74.04161384425049,1,2077.0968679067573,5275.0,3.0,0,GOOD
930,Wallonie,Walloon Brabant,1370,HOUSE,HOUSE,290000.0,5.0,184.0,HYPER_EQUIPPED,0,0,1,74.04161384425049,0,0.0,680.0,4.0,0,GOOD
931,Flanders,Antwerp,2370,HOUSE,EXCEPTIONAL_PROPERTY,525000.0,4.0,358.0,INSTALLED,0,0,1,60.0,0,0.0,776.0,3.0,0,0
932,Flanders,West Flanders,8434,APARTMENT,FLAT_STUDIO,95000.0,0.0,26.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,0.0,1.0,0,0
933,Flanders,Antwerp,2650,HOUSE,HOUSE,620000.0,3.0,157.0,NOT_INSTALLED,0,0,1,0.0,0,0.0,315.0,3.0,0,0
934,Flanders,Limburg,3670,HOUSE,HOUSE,319000.0,4.0,235.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,955.0,4.0,0,0
935,Flanders,Limburg,3580,HOUSE,HOUSE,449000.0,3.0,177.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,2220.0,4.0,0,0
936,Flanders,Antwerp,2200,APARTMENT,APARTMENT,245000.0,2.0,100.0,NOT_INSTALLED,0,0,1,43.0,0,0.0,0.0,1.0,0,GOOD
937,Flanders,Antwerp,2000,APARTMENT,PENTHOUSE,1800000.0,3.0,240.0,HYPER_EQUIPPED,0,0,1,0.0,0,0.0,0.0,3.0,0,AS_NEW
939,Brussels,Brussels,1050,APARTMENT,GROUND_FLOOR,785000.0,2.0,131.0,USA_HYPER_EQUIPPED,0,0,1,22.0,1,21.0,0.0,2.0,0,0
940,Brussels,Brussels,1050,APARTMENT,FLAT_STUDIO,395000.0,0.0,48.0,USA_HYPER_EQUIPPED,0,0,1,32.0,0,0.0,0.0,2.0,0,0
941,Wallonie,Namur,5332,HOUSE,MIXED_USE_BUILDING,780000.0,1.0,340.0,NOT_INSTALLED,0,0,1,0.0,1,300.0,686.0,4.0,0,GOOD
942,Wallonie,Liège,4052,HOUSE,VILLA,590000.0,4.0,180.0,INSTALLED,0,0,1,0.0,1,2077.0968679067573,8520.7840872793,4.0,0,GOOD
943,Wallonie,Hainaut,7760,HOUSE,HOUSE,349000.0,3.0,225.0,NOT_INSTALLED,0,0,1,27.0,1,896.0,3880.0,4.0,0,AS_NEW
944,Wallonie,Hainaut,6060,HOUSE,VILLA,299000.0,3.0,209.51537287396425,INSTALLED,0,0,0,0.0,0,0.0,0.0,4.0,0,TO_BE_DONE_UP
945,Wallonie,Hainaut,7080,HOUSE,HOUSE,110000.0,3.0,209.51537287396425,NOT_INSTALLED,0,0,1,0.0,0,0.0,0.0,2.0,0,TO_RENOVATE
946,Wallonie,Hainaut,7522,HOUSE,HOUSE,210000.0,3.0,118.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,0.0,4.0,0,TO_RENOVATE
947,Wallonie,Hainaut,6040,HOUSE,HOUSE,149900.0,3.0,110.0,INSTALLED,0,0,1,20.0,1,250.0,350.0,3.0,0,GOOD
948,Wallonie,Hainaut,6010,HOUSE,HOUSE,225000.0,6.0,209.51537287396425,NOT_INSTALLED,0,0,1,0.0,0,0.0,0.0,3.0,0,GOOD
949,Wallonie,Hainaut,7170,APARTMENT,APARTMENT,165000.0,1.0,209.51537287396425,NOT_INSTALLED,0,0,0,0.0,0,0.0,0.0,4.0,0,AS_NEW
950,Wallonie,Liège,4041,HOUSE,HOUSE,259000.0,2.0,87.0,INSTALLED,0,0,1,18.0,1,193.0,240.0,2.0,0,GOOD
951,Flanders,East Flanders,9300,HOUSE,MIXED_USE_BUILDING,850000.0,7.760948976982968,599.7251200911202,INSTALLED,0,0,1,0.0,0,0.0,430.0,2.0,0,TO_RENOVATE
952,Flanders,East Flanders,9300,APARTMENT,SERVICE_FLAT,245000.0,1.0,52.0,HYPER_EQUIPPED,0,0,1,10.0,0,0.0,0.0,2.0,0,AS_NEW
953,Flanders,East Flanders,9850,HOUSE,HOUSE,435000.0,4.0,165.0,USA_HYPER_EQUIPPED,0,0,1,25.0,1,110.0,196.0,3.0,0,AS_NEW
954,Flanders,East Flanders,9030,HOUSE,HOUSE,425250.0,4.0,157.0,HYPER_EQUIPPED,0,0,1,14.0,1,45.0,160.0,3.0,0,0
955,Flanders,East Flanders,9030,HOUSE,HOUSE,435750.0,5.0,172.0,HYPER_EQUIPPED,0,0,1,14.0,1,39.0,149.0,3.0,0,0
956,Flanders,East Flanders,9030,HOUSE,HOUSE,441000.0,4.0,164.0,HYPER_EQUIPPED,0,0,1,15.0,1,175.0,288.0,3.0,0,AS_NEW
959,Flanders,East Flanders,9700,APARTMENT,APARTMENT,319000.0,2.0,98.0,USA_HYPER_EQUIPPED,0,0,1,16.0,1,94.0,0.0,4.0,0,AS_NEW
960,Brussels,Brussels,1180,HOUSE,HOUSE,799500.0,4.0,254.0,USA_HYPER_EQUIPPED,0,0,1,36.0,0,0.0,186.0,2.0,0,AS_NEW
961,Brussels,Brussels,1200,HOUSE,HOUSE,825000.0,3.0,225.0,NOT_INSTALLED,0,0,1,18.0,1,17.0,105.0,2.0,0,AS_NEW
962,Brussels,Brussels,1200,HOUSE,HOUSE,1195000.0,4.0,336.0,USA_HYPER_EQUIPPED,0,0,1,9.0,1,80.0,354.0,3.0,0,AS_NEW
963,Wallonie,Walloon Brabant,1325,HOUSE,HOUSE,1495000.0,7.760948976982968,514.0,USA_HYPER_EQUIPPED,0,0,1,59.0,1,2077.0968679067573,4125.0,4.0,0,AS_NEW
964,Wallonie,Walloon Brabant,1325,HOUSE,APARTMENT_BLOCK,1495000.0,7.760948976982968,514.0,USA_HYPER_EQUIPPED,0,0,1,59.0,1,2077.0968679067573,4125.0,4.0,0,AS_NEW
965,Wallonie,Liège,4040,HOUSE,APARTMENT_BLOCK,299000.0,4.0,201.0,NOT_INSTALLED,0,0,1,42.0,0,0.0,622.0,2.0,0,GOOD
966,Brussels,Brussels,1050,HOUSE,APARTMENT_BLOCK,469000.0,2.0,105.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0.0,2.0,0,TO_RENOVATE
967,Brussels,Brussels,1020,HOUSE,MIXED_USE_BUILDING,775000.0,3.0,310.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,163.0,2.0,0,GOOD
968,Flanders,Antwerp,2350,HOUSE,VILLA,1085000.0,6.0,530.0,INSTALLED,0,0,0,0.0,0,0.0,4152.0,4.0,0,TO_BE_DONE_UP
969,Flanders,Flemish Brabant,1540,HOUSE,HOUSE,1180000.0,5.0,310.0,HYPER_EQUIPPED,0,0,1,0.0,0,0.0,8520.7840872793,4.0,0,JUST_RENOVATED
970,Flanders,Flemish Brabant,1540,HOUSE,VILLA,1180000.0,5.0,310.0,HYPER_EQUIPPED,0,0,1,0.0,0,0.0,8520.7840872793,4.0,0,JUST_RENOVATED
971,Wallonie,Hainaut,7850,HOUSE,VILLA,1180000.0,5.0,310.0,HYPER_EQUIPPED,0,0,1,0.0,0,0.0,8520.7840872793,4.0,0,JUST_RENOVATED
972,Flanders,West Flanders,8930,HOUSE,HOUSE,125000.0,4.0,192.0,USA_INSTALLED,0,0,1,0.0,1,26.0,116.0,2.0,0,TO_BE_DONE_UP
973,Flanders,East Flanders,9500,HOUSE,HOUSE,165000.0,4.0,140.0,SEMI_EQUIPPED,0,0,0,0.0,0,0.0,50.0,2.0,0,TO_BE_DONE_UP
974,Flanders,East Flanders,9600,HOUSE,HOUSE,245000.0,3.0,165.0,INSTALLED,0,0,1,0.0,0,0.0,480.0,2.0,0,GOOD
976,Wallonie,Hainaut,7864,HOUSE,HOUSE,269000.0,4.0,156.0,INSTALLED,0,0,0,0.0,0,0.0,337.0,4.0,0,GOOD
977,Wallonie,Liège,4610,HOUSE,HOUSE,290000.0,3.0,164.0,SEMI_EQUIPPED,0,0,0,0.0,0,0.0,5026.0,4.0,0,TO_BE_DONE_UP
978,Wallonie,Luxembourg,6700,HOUSE,HOUSE,390000.0,4.0,260.0,INSTALLED,0,0,0,0.0,1,0.0,235.0,2.0,0,GOOD
979,Brussels,Brussels,1030,HOUSE,HOUSE,495000.0,3.0,135.0,HYPER_EQUIPPED,0,0,1,4.0,1,20.0,72.0,2.0,0,GOOD
980,Flanders,East Flanders,9050,HOUSE,HOUSE,524400.0,4.0,175.0,INSTALLED,0,0,1,22.0,1,50.0,204.0,2.0,0,AS_NEW
981,Flanders,East Flanders,9050,HOUSE,HOUSE,524400.0,4.0,176.0,INSTALLED,0,0,1,22.0,1,50.0,205.0,2.0,0,AS_NEW
982,Flanders,East Flanders,9050,HOUSE,HOUSE,524400.0,4.0,176.0,INSTALLED,0,0,1,22.0,1,50.0,206.0,2.0,0,AS_NEW
983,Flanders,Flemish Brabant,1950,HOUSE,HOUSE,645000.0,3.0,209.0,HYPER_EQUIPPED,0,0,1,0.0,0,0.0,730.0,3.0,0,GOOD
984,Flanders,East Flanders,9230,HOUSE,MANOR_HOUSE,690000.0,7.0,405.0,SEMI_EQUIPPED,1,0,0,0.0,1,0.0,4534.0,4.0,0,TO_BE_DONE_UP
986,Wallonie,Luxembourg,6790,HOUSE,HOUSE,399000.0,2.0,180.0,NOT_INSTALLED,0,0,1,50.0,0,0.0,720.0,3.0,0,0
987,Wallonie,Luxembourg,6850,HOUSE,HOUSE,149000.0,4.0,200.0,NOT_INSTALLED,0,0,1,12.0,1,200.0,340.0,4.0,0,TO_RENOVATE
988,Wallonie,Namur,5670,HOUSE,HOUSE,209000.0,3.0,140.0,INSTALLED,0,0,1,0.0,0,0.0,204.0,3.0,0,GOOD
989,Flanders,East Flanders,9420,HOUSE,HOUSE,298000.0,4.0,190.0,HYPER_EQUIPPED,0,0,1,0.0,1,400.0,660.0,3.0,0,GOOD
990,Flanders,Flemish Brabant,1785,APARTMENT,APARTMENT,273008.0,2.0,95.0,HYPER_EQUIPPED,0,0,1,11.0,0,0.0,0.0,3.0,0,0
991,Flanders,Flemish Brabant,1785,APARTMENT,APARTMENT,270519.0,2.0,94.0,HYPER_EQUIPPED,0,0,1,8.0,0,0.0,0.0,3.0,0,0
992,Flanders,Flemish Brabant,1785,APARTMENT,APARTMENT,316500.0,2.0,116.0,HYPER_EQUIPPED,0,0,1,8.0,0,0.0,0.0,3.0,0,0
993,Flanders,Antwerp,2830,HOUSE,HOUSE,429000.0,4.0,199.0,INSTALLED,0,0,1,25.0,1,335.0,738.0,4.0,0,GOOD
994,Flanders,Flemish Brabant,1785,APARTMENT,APARTMENT,276470.0,2.0,94.0,USA_HYPER_EQUIPPED,0,0,1,11.0,0,0.0,0.0,3.0,0,0
995,Flanders,Flemish Brabant,1785,APARTMENT,APARTMENT,262654.0,1.0,67.0,HYPER_EQUIPPED,0,0,1,10.0,0,0.0,0.0,3.0,0,0
996,Flanders,Flemish Brabant,1785,APARTMENT,PENTHOUSE,424301.0,3.0,143.0,HYPER_EQUIPPED,0,0,1,24.0,0,0.0,0.0,3.0,0,0
997,Flanders,Flemish Brabant,1785,APARTMENT,PENTHOUSE,393339.0,3.0,133.0,HYPER_EQUIPPED,0,0,1,21.0,0,0.0,0.0,3.0,0,0
998,Brussels,Brussels,1070,APARTMENT,APARTMENT,219000.0,2.0,74.0,INSTALLED,0,0,1,0.0,0,0.0,0.0,1.0,0,TO_BE_DONE_UP
999,Wallonie,Luxembourg,6782,HOUSE,HOUSE,560000.0,4.0,185.0,HYPER_EQUIPPED,0,0,1,50.0,1,480.0,1001.0,3.0,0,GOOD
1000,Flanders,Limburg,3770,HOUSE,HOUSE,398000.0,3.0,165.0,INSTALLED,0,0,1,0.0,0,0.0,419.0,4.0,0,AS_NEW
1001,Wallonie,Luxembourg,6600,APARTMENT,APARTMENT,249415.0,2.0,90.0,USA_INSTALLED,0,0,1,6.0,0,0.0,0.0,1.0,0,0
1002,Wallonie,Luxembourg,6800,APARTMENT,APARTMENT,243900.0,2.0,90.0,INSTALLED,0,0,1,0.0,0,0.0,0.0,1.0,0,0
1003,Wallonie,Luxembourg,6850,HOUSE,HOUSE,119900.0,3.0,209.51537287396425,SEMI_EQUIPPED,0,0,1,20.0,0,0.0,123.0,3.0,0,TO_RENOVATE
1004,Flanders,Flemish Brabant,3012,HOUSE,HOUSE,237000.0,4.0,127.0,NOT_INSTALLED,0,0,1,0.0,0,0.0,94.0,2.0,0,TO_RENOVATE
1005,Wallonie,Hainaut,7370,HOUSE,HOUSE,205000.0,3.0,136.0,INSTALLED,0,0,1,12.0,1,40.0,171.0,3.0,0,AS_NEW
1006,Wallonie,Namur,5100,APARTMENT,DUPLEX,275000.0,3.0,126.0,NOT_INSTALLED,0,0,1,10.0,0,0.0,0.0,2.0,0,GOOD
1007,Flanders,Flemish Brabant,1970,HOUSE,HOUSE,325000.0,2.0,110.0,INSTALLED,0,0,1,18.0,1,90.0,161.0,2.0,0,0
1008,Brussels,Brussels,1180,HOUSE,HOUSE,499000.0,4.0,138.0,USA_INSTALLED,0,0,1,0.0,1,77.0,190.0,2.0,0,TO_RENOVATE
1009,Flanders,Flemish Brabant,3200,APARTMENT,APARTMENT,385000.0,2.0,94.0,HYPER_EQUIPPED,0,0,1,0.0,0,0.0,0.0,2.0,0,AS_NEW
1010,Flanders,Flemish Brabant,3200,APARTMENT,APARTMENT,285000.0,1.0,64.0,HYPER_EQUIPPED,0,0,1,0.0,0,0.0,0.0,2.0,0,AS_NEW
